Year    IndustryIndustryIndustryUnits   VariableVariableVariableValue   Industry_code_ANZSIC06
    2014Level 3 CC41    PrintingDollars H03     Sales ofFinancia    1553ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H05     InterestFinancia       2ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H06     GovernmeFinancia       0ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H07     Non-operFinancia       7ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H08     Total exFinancia    1601ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H09     InterestFinancia      25ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H10     IndirectFinancia       7ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H11     DepreciaFinancia      66ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H12     SalariesFinancia     466ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H13     RedundanFinancia       1ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H17     PurchaseFinancia     105ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H18     Other puFinancia     921ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H20     Non-operFinancia      11ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H21     Opening Financia     111ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H22     Closing Financia     109ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H23     Surplus Financia      69ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H24     Total asFinancia    1147ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H25     Current Financia     490ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H26     Fixed taFinancia     429ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H27     AdditionFinancia      66ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H28     DisposalFinancia      30ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H29     Other asFinancia     228ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H30     Total eqFinancia    1147ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H31     ShareholFinancia     287ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H32     Current Financia     537ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H33     Other liFinancia     323ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H34     Total inFinancia  196800ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingDollars H35     Surplus Financia    8200ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH36     Current Financia      91ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH37     Quick raFinancia      71ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH38     Margin oFinancia       5ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH39     Return oFinancia      24ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH40     Return oFinancia       6ANZSIC06 groups C161 and C162
    2014Level 3 CC41    PrintingPercentaH41     LiabilitFinancia      25ANZSIC06 groups C161 and C162
    2014Level 4 CC511   PetroleuDollars H01     Total inFinancia   12123ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H02     Sales ofFinancia    3634ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H03     Sales ofFinancia    8227ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H05     InterestFinanciaC       ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H06     GovernmeFinancia       0ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H07     Non-operFinanciaC       ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H08     Total exFinancia   11686ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H09     InterestFinanciaC       ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H10     IndirectFinancia    1790ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H11     DepreciaFinancia     159ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H12     SalariesFinancia     188ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H13     RedundanFinancia       0ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H17     PurchaseFinancia    3141ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H18     Other puFinancia    6283ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H20     Non-operFinanciaC       ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H21     Opening Financia    1502ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H22     Closing Financia    1674ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H23     Surplus Financia     609ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H24     Total asFinancia    5932ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H25     Current Financia    3394ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H26     Fixed taFinancia    2036ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H27     AdditionFinancia     364ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H28     DisposalFinancia      19ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H29     Other asFinancia     502ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H30     Total eqFinancia    5932ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H31     ShareholFinancia    2618ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H32     Current Financia    1667ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H33     Other liFinancia    1646ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H34     Total inFinancia 9479400ANZSIC06 group C170
    2014Level 4 CC511   PetroleuDollars H35     Surplus Financia  476000ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH36     Current Financia     204ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH37     Quick raFinancia     103ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH38     Margin oFinancia      14ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH39     Return oFinancia      23ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH40     Return oFinancia      10ANZSIC06 group C170
    2014Level 4 CC511   PetroleuPercentaH41     LiabilitFinancia      44ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H01     Total inFinancia   12123ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H02     Sales ofFinancia    3634ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H03     Sales ofFinancia    8227ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H05     InterestFinanciaC       ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H06     GovernmeFinancia       0ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H07     Non-operFinanciaC       ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H08     Total exFinancia   11686ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H09     InterestFinanciaC       ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H10     IndirectFinancia    1790ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H11     DepreciaFinancia     159ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H12     SalariesFinancia     188ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H13     RedundanFinancia       0ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H17     PurchaseFinancia    3141ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H18     Other puFinancia    6283ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H20     Non-operFinanciaC       ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H21     Opening Financia    1502ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H22     Closing Financia    1674ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H23     Surplus Financia     609ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H24     Total asFinancia    5932ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H25     Current Financia    3394ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H26     Fixed taFinancia    2036ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H27     AdditionFinancia     364ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H28     DisposalFinancia      19ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H29     Other asFinancia     502ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H30     Total eqFinancia    5932ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H31     ShareholFinancia    2618ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H32     Current Financia    1667ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H33     Other liFinancia    1646ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H34     Total inFinancia 9479400ANZSIC06 group C170
    2014Level 3 CC51    PetroleuDollars H35     Surplus Financia  476000ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH36     Current Financia     204ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH37     Quick raFinancia     103ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH38     Margin oFinancia      14ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH39     Return oFinancia      23ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH40     Return oFinancia      10ANZSIC06 group C170
    2014Level 3 CC51    PetroleuPercentaH41     LiabilitFinancia      44ANZSIC06 group C170
    2014Level 4 CC521   Basic ChDollars H01     Total inFinancia    1539ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H03     Sales ofFinancia    1514ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H05     InterestFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H06     GovernmeFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H07     Non-operFinancia       2ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H08     Total exFinancia    1319ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H09     InterestFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H10     IndirectFinancia       3ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H11     DepreciaFinancia      71ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H12     SalariesFinancia     131ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H13     RedundanFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H18     PurchaseFinancia    1089ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H20     Non-operFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H21     Opening Financia     116ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H22     Closing Financia     117ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H23     Surplus Financia     221ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H24     Total asFinancia    1692ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H25     Current FinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H26     Fixed taFinancia     741ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H27     AdditionFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H28     DisposalFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H29     Other asFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H30     Total eqFinancia    1692ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H31     ShareholFinancia    1133ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H32     Current Financia     243ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H33     Other liFinancia     317ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H34     Total inFinancia  981400ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChDollars H35     Surplus Financia  140700ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChPercentaH36     Current FinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChPercentaH37     Quick raFinanciaC       ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChPercentaH39     Return oFinancia      19ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChPercentaH40     Return oFinancia      13ANZSIC06 groups C181 and C182
    2014Level 4 CC521   Basic ChPercentaH41     LiabilitFinancia      67ANZSIC06 groups C181 and C182
    2014Level 4 CC522   FertilisDollars H01     Total inFinancia    1982ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H03     Sales ofFinancia    1960ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H05     InterestFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H06     GovernmeFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H07     Non-operFinancia       1ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H08     Total exFinancia    1860ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H09     InterestFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H10     IndirectFinancia       7ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H11     DepreciaFinancia      61ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H12     SalariesFinancia     140ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H13     RedundanFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H18     PurchaseFinancia    1614ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H20     Non-operFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H21     Opening Financia     361ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H22     Closing Financia     329ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H23     Surplus Financia      90ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H24     Total asFinancia    1471ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H25     Current FinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H26     Fixed taFinancia     469ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H27     AdditionFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H28     DisposalFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H29     Other asFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H30     Total eqFinancia    1471ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H31     ShareholFinancia    1000ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H32     Current Financia     387ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H33     Other liFinancia      84ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H34     Total inFinancia 1153300ANZSIC06 group C183
    2014Level 4 CC522   FertilisDollars H35     Surplus Financia   52100ANZSIC06 group C183
    2014Level 4 CC522   FertilisPercentaH36     Current FinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisPercentaH37     Quick raFinanciaC       ANZSIC06 group C183
    2014Level 4 CC522   FertilisPercentaH39     Return oFinancia       9ANZSIC06 group C183
    2014Level 4 CC522   FertilisPercentaH40     Return oFinancia       6ANZSIC06 group C183
    2014Level 4 CC522   FertilisPercentaH41     LiabilitFinancia      68ANZSIC06 group C183
    2014Level 4 CC523   PharmaceDollars H01     Total inFinancia    1519ANZSIC06 groups C184, C185, and C189
    2014Level 4 CC523   PharmaceDollars H02     Sales ofFinancia     398ANZSIC06 groups C184, C185, and C189
